"V1" "V2" "V3"
"1" 770.126158173675 10.1433400172215 732.173187130079
"2" 642.576671559252 10.4563923893934 797.130638105708
"3" 703.659417583507 10.3500319361201 783.283116474768
"4" 703.748142881656 10.6946388030347 761.000709502658
"5" 656.746530988317 10.677940671925 793.433049718928
"6" 658.26471825126 9.25500027294812 804.650682512233
"7" 658.26471825126 9.25500027294812 804.650682512233
"8" 668.9737560508 10.6399391461777 796.845840157866
"9" 703.748142881656 10.6946388030347 761.000709502658
"10" 703.799080537412 10.429306544936 779.072201865385
"11" 672.608487173344 10.6008315147305 789.750324285318
"12" 707.841140104356 10.231816140745 768.622943026903
"13" 711.301880097854 10.3140606705049 758.479483974374
"14" 674.204150146303 10.602391081216 782.352410054534
"15" 678.21958810424 10.4477671383652 791.709838938099
"16" 740.111991010509 10.5339030477667 744.550343311385
"17" 704.361222562573 10.3986695380507 777.570120537762
"18" 706.234322494125 10.2759022460783 770.58065721217
"19" 691.891858106556 10.5076856379562 777.571637934361
"20" 703.659417583507 10.3500319361201 783.283116474768
"21" 748.819539564689 10.5289003801621 751.801261553997
"22" 668.9737560508 10.6399391461777 796.845840157866
"23" 748.819539564689 10.5289003801621 751.801261553997
"24" 751.448201185814 10.4926154379507 745.11158946324
"25" 678.21958810424 10.4477671383652 791.709838938099
"26" 679.04837829556 10.4657586733476 784.889513501857
"27" 751.448201185814 10.4926154379507 745.11158946324
"28" 756.969635853027 10.2959347473603 740.78908358247
"29" 729.444520483216 10.6193587836791 750.033259618318
"30" 738.193549270829 10.5949763686402 744.645255102265
"31" 711.301880097854 10.3140606705049 758.479483974374
"32" 713.653696045335 10.6560913295177 755.375845645474
"33" 756.969635853027 10.2959347473603 740.78908358247
"34" 758.574323695326 10.1737171145886 735.839553953088
"35" 723.794792854828 10.226309735026 751.858349872886
"36" 729.444520483216 10.6193587836791 750.033259618318
"37" 686.886871662179 10.4787749833428 782.284754254142
"38" 691.891858106556 10.5076856379562 777.571637934361
"39" 758.574323695326 10.1737171145886 735.839553953088
"40" 770.126158173675 10.1433400172215 732.173187130079
"41" 672.847798691436 10.5685310205173 785.275623460319
"42" 720.437548656177 10.5943111211101 752.454198160908
"43" 723.794792854828 10.226309735026 751.858349872886
"44" 652.18603721252 10.6406685322139 796.130656253699
"45" 642.576671559252 10.4563923893934 797.130638105708
"46" 651.174629867611 10.692555947756 796.460485976741
"47" 656.746530988317 10.677940671925 793.433049718928
"48" 713.988184000514 10.6411465695895 753.899805838518
"49" 715.944261607152 10.4299782869305 755.201890044584
"50" 672.847798691436 10.5685310205173 785.275623460319
"51" 674.204150146303 10.602391081216 782.352410054534
"52" 719.088417338091 10.4236540490237 753.628935352556
"53" 720.437548656177 10.5943111211101 752.454198160908
"54" 706.234322494125 10.2759022460783 770.58065721217
"55" 707.841140104356 10.231816140745 768.622943026903
"56" 679.04837829556 10.4657586733476 784.889513501857
"57" 682.735636977019 10.3723340083179 783.928897221319
"58" 715.944261607152 10.4299782869305 755.201890044584
"59" 719.088417338091 10.4236540490237 753.628935352556
"60" 684.739414924578 10.4904385178972 783.877411346118
"61" 686.886871662179 10.4787749833428 782.284754254142
"62" 703.799080537412 10.429306544936 779.072201865385
"63" 704.361222562573 10.3986695380507 777.570120537762
"64" 713.653696045335 10.6560913295177 755.375845645474
"65" 713.988184000514 10.6411465695895 753.899805838518
"66" 682.735636977019 10.3723340083179 783.928897221319
"67" 684.739414924578 10.4904385178972 783.877411346118
"68" 738.193549270829 10.5949763686402 744.645255102265
"69" 738.504807928932 10.5580762887971 743.927131331346
"70" 738.504807928932 10.5580762887971 743.927131331346
"71" 651.174629867611 10.692555947756 796.460485976741
"72" 658.26471825126 9.25500027294812 804.650682512233
"73" 703.748142881656 10.6946388030347 761.000709502658
"74" 668.9737560508 10.6399391461777 796.845840157866
"75" 703.659417583507 10.3500319361201 783.283116474768
"76" 748.819539564689 10.5289003801621 751.801261553997
"77" 678.21958810424 10.4477671383652 791.709838938099
"78" 751.448201185814 10.4926154379507 745.11158946324
"79" 711.301880097854 10.3140606705049 758.479483974374
"80" 756.969635853027 10.2959347473603 740.78908358247
