"V1" "V2" "V3"
"1" 416.330514990368 10.1896704932619 574.530131727242
"2" 319.446869821806 10.5564814264828 620.110044273054
"3" 365.756695531788 10.2607443211891 606.541535152412
"4" 349.153751002107 10.3624230486125 608.643951926791
"5" 374.833025701166 10.6353768874457 596.327837462729
"6" 349.074221249432 10.4372656356742 622.473385832938
"7" 408.060779453753 10.5834906790578 585.773084614884
"8" 411.040477454857 10.1982365659689 575.874896043468
"9" 329.777660529182 10.5477687127124 619.725258331598
"10" 332.827967241449 10.4795199581523 629.938730548524
"11" 332.827967241449 10.4795199581523 629.938730548524
"12" 336.669794495181 10.4402909370635 619.799149230939
"13" 376.878886627102 10.189363434064 595.487966616863
"14" 387.913974354798 10.3402844165927 590.313650064951
"15" 349.153751002107 10.3624230486125 608.643951926791
"16" 353.868607987083 10.3214281156746 614.543188691895
"17" 357.642319846221 10.203759085843 610.479048126208
"18" 399.827836785451 10.4584288555258 590.05001852671
"19" 408.060779453753 10.5834906790578 585.773084614884
"20" 353.868607987083 10.3214281156746 614.543188691895
"21" 374.833025701166 10.6353768874457 596.327837462729
"22" 376.878886627102 10.189363434064 595.487966616863
"23" 337.141279538718 10.4782294838105 619.711871673353
"24" 361.416031679999 10.2860942574608 608.959102219733
"25" 361.416031679999 10.2860942574608 608.959102219733
"26" 387.913974354798 10.3402844165927 590.313650064951
"27" 399.827836785451 10.4584288555258 590.05001852671
"28" 411.040477454857 10.1982365659689 575.874896043468
"29" 416.330514990368 10.1896704932619 574.530131727242
"30" 319.446869821806 10.5564814264828 620.110044273054
"31" 329.777660529182 10.5477687127124 619.725258331598
"32" 349.153751002107 10.3624230486125 608.643951926791
"33" 408.060779453753 10.5834906790578 585.773084614884
"34" 353.868607987083 10.3214281156746 614.543188691895
"35" 374.833025701166 10.6353768874457 596.327837462729
"36" 376.878886627102 10.189363434064 595.487966616863
"37" 361.416031679999 10.2860942574608 608.959102219733
"38" 387.913974354798 10.3402844165927 590.313650064951
"39" 399.827836785451 10.4584288555258 590.05001852671
"40" 411.040477454857 10.1982365659689 575.874896043468
"41" 416.330514990368 10.1896704932619 574.530131727242
"42" 319.446869821806 10.5564814264828 620.110044273054
"43" 329.777660529182 10.5477687127124 619.725258331598
"44" 349.153751002107 10.3624230486125 608.643951926791
"45" 408.060779453753 10.5834906790578 585.773084614884
"46" 353.868607987083 10.3214281156746 614.543188691895
"47" 374.833025701166 10.6353768874457 596.327837462729
"48" 376.878886627102 10.189363434064 595.487966616863
"49" 361.416031679999 10.2860942574608 608.959102219733
"50" 387.913974354798 10.3402844165927 590.313650064951
"51" 399.827836785451 10.4584288555258 590.05001852671
"52" 411.040477454857 10.1982365659689 575.874896043468
"53" 319.446869821806 10.5564814264828 620.110044273054
"54" 329.777660529182 10.5477687127124 619.725258331598
"55" 353.868607987083 10.3214281156746 614.543188691895
"56" 361.416031679999 10.2860942574608 608.959102219733
"57" 408.060779453753 10.5834906790578 585.773084614884
"58" 374.833025701166 10.6353768874457 596.327837462729
"59" 376.878886627102 10.189363434064 595.487966616863
"60" 387.913974354798 10.3402844165927 590.313650064951
"61" 399.827836785451 10.4584288555258 590.05001852671
"62" 411.040477454857 10.1982365659689 575.874896043468
"63" 349.153751002107 10.3624230486125 608.643951926791
"64" 319.446869821806 10.5564814264828 620.110044273054
"65" 353.868607987083 10.3214281156746 614.543188691895
"66" 361.416031679999 10.2860942574608 608.959102219733
"67" 408.060779453753 10.5834906790578 585.773084614884
"68" 374.833025701166 10.6353768874457 596.327837462729
"69" 376.878886627102 10.189363434064 595.487966616863
"70" 387.913974354798 10.3402844165927 590.313650064951
"71" 399.827836785451 10.4584288555258 590.05001852671
"72" 411.040477454857 10.1982365659689 575.874896043468
"73" 349.153751002107 10.3624230486125 608.643951926791
"74" 319.446869821806 10.5564814264828 620.110044273054
"75" 353.868607987083 10.3214281156746 614.543188691895
"76" 408.060779453753 10.5834906790578 585.773084614884
"77" 319.446869821806 10.5564814264828 620.110044273054
"78" 387.913974354798 10.3402844165927 590.313650064951
"79" 399.827836785451 10.4584288555258 590.05001852671
"80" 411.040477454857 10.1982365659689 575.874896043468
